sigla|iata|nombre|municipio|departamento|categoria|latitud|longitud|propietario|explotador|longitud_pista|ancho_pista|pbmo|orientacion|elevacion|resolucion|fecha_construccion|fecha_vigencia|clase|tipo|numero_vuelos_origen|gcd_departamento|gcd_municipio
4JC||JUANCHACO|Buenaventura|Valle del Cauca|Aeródromo|||||||||||||||24|76|76109
7FO||LA ISLA|Puerto Gaitán|Meta|Aeródromo|4.4211|-71.6271|LA ISLA Y EL ROSARIO S.A.|LA CEIBA S.A.|800|10|3000||538| 1325,000|2015-06-05|2018-06-11|1A|Privado|2|50|50568
7FU||LA ESCONDIDA|Puerto Gaitán|Meta|Aeródromo|4.6108|-71.1935|PALMAS SICARARE S.A.S.|COSARGO S.A.S.|1300|18|5000||564| 1843,000|2013-04-26|2016-05-07|1A|Fumigación|30|50|50568
7FW||MORICHITO|Hato Corozal|Casanare|Aeródromo|5.9188|-71.7932|CARMEN NARANJO|ROBERTO C. RIAÑO P.|800|15|3500||720| 2220,000|2009-05-07||1A|Privado||85|85125
7FX||CAROLINA DEL PRINCIPE|Carolina|Antioquia|Aeródromo|6.7248|-75.2909|MUNICIPIO|MUNICIPIO|400|16|1000||6004| 6470,000|2013-11-19||1A|Público|| 5| 5150
7FY||DUBAI|Ayapel|Córdoba|Aeródromo|8.296|-75.0307|ANDRES D. LONDOÑO T.|ANDRES D. LONDOÑO T.|350|10|500||82| 1212,000|2013-03-20||1A|Privado||23|23068
7FZ||EL TRIUNFO|Orocué|Casanare|Aeródromo|4.8095|-71.667|ERNESTO J. PEREZ VILLAMIZAR|EL MISMO|880|15|3000||475| 5532,000|2014-11-11||1A|Privado|2|85|85230
7GA||BARU - HIDROPUERTO|Cartagena de Indias|Bolívar|Aeródromo|10.2321|-75.5877|MAURICIO E. VASQUEZ M.|EL MISMO|450|20|500||0| 6067,000|2012-10-25|2015-11-07|1A|Privado||13|13001
7GB||LA CAROLINA|El Paso|Cesar|Aeródromo|9.528|-73.7866|JORGE AGUDELO RESTREPO|JORGE AGUDELO REST.|350|10|500||690| 5474,000|2009-10-06||UL|Privado||20|20250
7GC||SAN FELIPE DEL PAUTO|Trinidad|Casanare|Aeródromo|5.2032|-70.8951|AGRAS S.A.S|AGRAS S.A.S|720|10|3000||3125| 4505,000|2012-08-16||1A|Privado|153|85|85430
7GD||VELASQUEZ|Puerto Boyacá|Boyacá|Aeródromo|5.9482|-74.4575|FAC|MANSAROVAR|1500|18|10000||617| 2135,000|2013-05-16||3C|Privado|2325|15|15572
7GE||LUCITANIA|Orocué|Casanare|Aeródromo|4.6954|-71.589|AGROPECUARIA CRAVO SUR|AGROPECUARIA CRAVO SUR|650|18|3000||443| 1051,000|2014-02-28|2017-03-03|1A|Privado||85|85230
7GF||LA UNION|Paz de Ariporo|Casanare|Aeródromo|5.6283|-70.7032|MARTHA Y. VARGAS DE R.|GEOPARK CUERVA|640|18|3500||335| 2136,000|2013-05-16||1A|Privado|1122|85|85250
7GG||LA ILUSION|Maní|Casanare|Aeródromo|4.5805|-72.4282|SIGRA S.A.|SIGRA S.A.|890|18|3500||574| 1944,000|2013-05-03|2016-05-10|1A|Privado|2|85|85139
7GH||LA VENTUROSA|Puerto Carreño|Vichada|Aeródromo|6.1391|-68.7779|MUNICIPIO|GOBERNACION|1000|12|9500||246| 6782,000|2013-12-05||1A|Público|54|99|99001
7GI||GUAYABAL DEL CRAVO|Orocué|Casanare|Aeródromo|4.7223|-71.5943|KLAUS PUTH ARANGUREN|KLAUS PUTH ARANGUREN|750|12|2500||442| 3710,000|2013-07-24|2016-08-01|1A|Privado|1|85|85230
7GK||LAS VIOLETAS- CA|Castilla la Nueva|Meta|Aeródromo|3.8519|-73.7286|FRANCELINA CADENA|AEROCLUB DEL META|350|10|500||609| 4132,000|2010-08-19||UL|Privado||50|50150
7GL||LA JAGUA|La Jagua de Ibirico|Cesar|Aeródromo|9.5905|-73.2886|CARBONES DE LA JAGUA S.A.|CARBO. DE LA JAGUA S.A.|1200|18|7500||787|  171,000|2015-01-27|2018-02-06|2A|Privado|1070|20|20400
7GN||LOS MANGOS|Ayapel|Córdoba|Aeródromo|8.2956|-75.0987|MANUEL LOPEZ ORTEGA|MANUEL LOPEZ ORTEGA|200|10|500||90| 5190,000|2013-09-24||UL|Privado||23|23068
7GO||MATABRAVA|San Luis de Palenque|Casanare|Aeródromo|5.2132|-71.6915|FRANCISCA REYES DIAZ|FRANCISCA REYES DIAZ|600|10|2000||524| 5966,000|2014-12-15||1A|Privado|1|85|85325
7GP||EL PORVENIR - CA|Pijiño del Carmen|Magdalena|Aeródromo|9.491|-74.1909|LA CEIBA S.A.|LA CEIBA S.A.|300|10|500||176|  236,000|2014-01-21||UL|Privado||47|47545
7GQ||LA PROVINCIA|Paz de Ariporo|Casanare|Aeródromo|5.6918|-70.11|CARLOS H. MONTENEGRO|CARLOS H. MONTENEGRO|670|15|2500||430|  399,000|2014-01-31||1A|Privado||85|85250
7GS||EL ENCANTO|Cumaribo|Vichada|Aeródromo|4.6934|-70.9078|JUAN AQUILINO PEREZ P.|EL ENCANTO 1 S.A.S.|1200|20|5000||544| 5964,000|2014-12-15||1A|Fumigación|376|99|99773
7GU||HATO GARIBAY|Maní|Casanare|Aeródromo|4.4656|-72.3273|AGROPECUARIA LA TAGUA|ROBERTO HERRERA OBREGON|750|10|5500||482| 4212,000|2014-08-06||1A|Privado||85|85139
7GV||REPRESA DE LAS CANARIAS|Paz de Ariporo|Casanare|Aeródromo|5.7658|-71.2503|OLGA BRAVO DE CANTOR|OLGA BRAVO DE CANTOR|610|15|3500||652| 5236,000|2014-10-14|2017-12-01|1A|Privado|6|85|85250
7GX||LA ATARRAYA - CA.|Ayapel|Córdoba|Aeródromo|8.2857|-75.0963|FELIPE BRAVO BOTERO|FELIPE BRAVO BOTERO|210|10|500||91| 5714,000|2014-11-25||UL|Privado||23|23068
7GY||LAS ACACIAS|Nemocón|Cundinamarca|Aeródromo|5.0949|-73.9054|JUAN BERNANDO SANINT G|EL MISMO|1350|20|10000||8431|  439,000|2015-02-27|2018-03-05|3A|Privado||25|25486
7GZ||COROZITO|Maní|Casanare|Aeródromo|4.6701|-72.0994|INVERSIONES LA PALMERA DE COROZITO|INV.LA PALMERA DE COROZITO|1200|18|||497|  832,000|2015-04-14||2A|Privado|161|85|85139
7HA||EL CONDOR|Flandes|Tolima|Aeródromo|4.2595|-74.8308|AEROTURBO DE COLOMBIA|LUIS FDO. BARRETO CAVIEDES|280|10|500||992| 5730,000|2012-10-09|2015-12-03|UL|Privado||73|73275
7HB||HOTEL SAN DIEGO|Puerto Gaitán|Meta|Aeródromo|3.7693|-71.8179|MADYGAN S.A.S.|MADYGAN S.A.S.|800|18|4000||725| 6730,000|2012-11-26|2015-12-03|2A|Privado|92|50|50568
7HC||EL CAFUCHE|La Primavera|Vichada|Aeródromo|5.3152|-70.0184|ANDRES CARVAJAL MOLINA|ANDRES CARVAJAL MOLINA|850|18|4000||384| 3826,000|2013-07-30|2016-08-01|1A|Privado|1|99|99524
7HD||BOSQUES DE LA PRIMAVERA|La Primavera|Vichada|Aeródromo|5.3489|-69.7467|MARIA A. RIVERA AGUDELO|MARIA A. RIVERA AGUDELO|800|18|3000||396| 1444,000|2015-06-17||1A|Privado||99|99524
7HE||GUACHARACAS (COLOMBAIMA)|Beltrán|Cundinamarca|Aeródromo|4.7371|-74.8021|EMPRESA GUACHARACAS|CCA. LTDA|700|10|3000||797| 5920,000|2012-10-19||1A|Privado|1|25|25086
7HF||GAVILAN DE LA PASCUA|La Primavera|Vichada|Aeródromo|5.1166|-70.3806|RESGUARDO INDIGENA ORIPGA|RES. INDIGENA ORIPGA|1200|15|3500||419| 7257,000|2012-12-20||1A|Público|85|99|99524
7HG||DOROTEA B1|Paz de Ariporo|Casanare|Aeródromo|5.5122|-71.0248|NEW GRANADA ENERGY|NEW GRANADA ENERGY|1000|18|||404| 2362,000|2013-05-27||2A|Privado|1029|85|85250
7HH||HORIZONTES|Piedecuesta|Santander|Aeródromo|7.0017|-73.1037|DESARROLLOS METROPOLITANOS|DESARROLLOS METROPOLITANOS|610|12|3500||4195| 5186,000|2013-09-24||1A|Privado||68|68547
7HJ||MACOLLA|Maní|Casanare|Aeródromo|4.7713|-72.0714|GRAMERCY S.A.S.|AGROPECUARIA CACOLLA S.A.S.|950|18|5000||548| 2134,000|2013-05-16||1A|Privado|12|85|85139
7HK||MULETOS- CA|Maní|Casanare|Aeródromo|4.5549|-72.1753|MULETOS S.A.S.|MULETOS S.A.S.|350|10|500||790| 2142,000|2013-05-16||UL|Privado||85|85139
7HL||LA MAPORA|Pore|Casanare|Aeródromo|5.6459|-71.9887|PAULA ANDREA CANO A.|PAULA ANDREA CANO|350|10|500||497| 2199,000|2013-05-17||1A|Privado||85|85263
7HM||LLANO CAUCHO|Cumaribo|Vichada|Aeródromo|4.4355|-70.6954|AGROINDUSTRIALES DEL ORIENTE|AGROINVERSIONES DEL ORIENTE S.A.S|900|15|12000||434| 5189,000|2013-09-24||1A|Privado|10|99|99773
7HN||ARMENIA|Paz de Ariporo|Casanare|Aeródromo|5.787|-70.1835|LUIS JOSE CALA LOPEZ|LUIS JOSE CALA LOPEZ|800|15|3000||380| 4734,000|2013-09-06||1A|Privado||85|85250
7HO||EDGAR CALDAS POTES-CA|Calima|Valle del Cauca|Aeródromo|3.9159|-76.4813|ALEJANDRO A. CALDAS V.|ALEJANDRO A. CALDAS V.|350|10|400||1462| 1311,000|2014-03-13||1A|Privado||76|76126
7HQ||GENERAL ADELMO RUIZ M.|Ricaurte|Cundinamarca|Aeródromo|4.35|-74.7511|EDUARDO A. VIVEROS|ACAF|210|15|500||987|   46,000|2014-01-08||1A|Privado||25|25612
7HR||RANCHO COLIBRI - CA|Roldanillo|Valle del Cauca|Aeródromo|4.4586|-76.1258|HENRY D. F. ORTIZ SILVA|HENRY D. F. ORTIZ SILVA|215|10|500||3083| 7091,000|2013-12-19|2017-01-09|1A|Privado||76|76622
7HS||CASTILLO - CA|Manatí|Atlántico|Aeródromo|10.4089|-74.9963|DIANA MARIA SOLANO D.|DIANA MARIA SOLANO D.|360|10|500||20|  706,000|2014-02-12||1A|Privado|| 8| 8436
7HT||MANARE|Paz de Ariporo|Casanare|Aeródromo|5.9761|-70.1575|HERNAN GOMEZ NIÑO|HERNAN GOMEZ NIÑO|1100|23|4000||334| 1577,000|2014-03-26||1A|Privado|19|85|85250
7HU||GUANAGUANARE|La Primavera|Vichada|Aeródromo|5.4739|-69.9014|INVERSIONES GUANAGUANARE|INV. GUANAGUANARE|800|10|5000||400| 2132,000|2014-04-25||1A|Privado||99|99524
7HV||LA BENDICION|La Primavera|Vichada|Aeródromo|6.0627|-69.1783|SERGIO ANDRES ESPINOSA F.|SERGIO A. ESPINOSA FLOREZ|1200|15|5000||360| 2498,000|2014-05-12||1A|Privado|47|99|99524
7HW||CABARALEZ|Puerto Wilches|Santander|Aeródromo|7.3283|-73.7965|RICARDO FIGUEREDO M.|RICARDO FOGUEREDO M.|700|12|3500||324| 3060,000|2014-06-10||1A|Privado||68|68575
7HX||PIVIJAY|La Primavera|Vichada|Aeródromo|5.1288|-69.9716|FERNANDO CUSTAS PATACON|FERNANDO CUSTAS P.|900|20|3500||426| 3063,000|2014-06-10||1A|Privado|8|99|99524
7HY||HOTEL DEL CAMPO - CA|Quimbaya|Quindío|Aeródromo|4.6123|-75.8132|JUAN B. URIBE S.|LUIS BERRENECHE RIVERA|180|10|500||3828| 2492,000|2014-05-12|2017-07-09|1A|Privado||63|63594
7HZ||MAXIMENA|Maní|Casanare|Aeródromo|4.4723|-72.1094|PALMERAS MAXIMENA S.A.S|PALMERAS MAXIMENA|1300|18|5000||426| 4213,000|2014-08-06||1A|Privado||85|85139
7IA||MURIBA|Maní|Casanare|Aeródromo|4.5809|-72.2551|VITIS OLEI S.A.S.|VITIS OLEI S.A.S.|1300|18|5000||432| 4214,000|2014-08-06||1A|Privado||85|85139
7IB||MAJAGUILLO|Orocué|Casanare|Aeródromo|4.832|-71.6902|FELIPE GOMEZ H. y CIA.|FELIPE GOMEZ H. y CIA.|1000|20|4800||499| 5386,000|2014-10-28|2017-11-05|1A|Privado||85|85230
7IC||VOLAR COLOMBIA|La Pintada|Antioquia|Aeródromo|5.7735|-75.603|CRISTIAN CAMILO MONCADA A.|CRISTIAN C. MONCADA A.|260|8|500||2559|   11,000|2015-01-05||1A|Privado|| 5| 5390
7ID||LA MACOYA|Yopal|Casanare|Aeródromo|5.2262|-72.1478|ELSON HERNANDO SIERRA|ELSON H. SIERRA QUICENO|580|15|3000||474|    9,000|2015-01-05||1A|Privado||85|85001
7IE||LIMA|Fundación|Magdalena|Aeródromo|10.3794|-74.1114|JORGE SOLANO RECIO|JORGE SOLANO RECIO|700|16|3500||395|   10,000|2015-01-05||1A|Privado||47|47288
7IF||LOS VENADOS|La Primavera|Vichada|Aeródromo|5.0666|-69.9988|GUILLERMO FRANCO RESTREPO|GUILLERMO FRANCO R.|1560|23|6500||475|  515,000|2015-03-10||2A|Privado||99|99524
7IG||LA FORTUNA 1|San Martín|Meta|Aeródromo|3.611|-72.3412|LUIS C. CASTRO M.|RAFAEL FDO. GAVIRIA A.|800|18|4000||482|  640,000|2015-03-20||1A|Privado||50|50689
7IH||LOS KIOSCOS|Puerto Gaitán|Meta|Aeródromo|3.4747|-72.2349|MARTHA I. PABON PADILLA|MARTHA I. PABON PADILLA|800|12|5000||770|  690,000|2015-03-31||1A|Privado||50|50568
7II|ECO|EL ENCANTO|El Encanto|Amazonas|Aeródromo|-1.7525|-73.2058|GOBERNACION|GOBERNACION|780|20|5000||406|  830,000|2015-04-15||1A|Público||91|91263
7IJ||LA LORENA|Paz de Ariporo|Casanare|Aeródromo|5.6092|-70.421|BUSHIRO TAKEMOTO|BUSHIRO TAKEMOTO|800|15|3000||347| 1443,000|2015-06-17||1A|Privado||85|85250
7NP||EL CAIRANO|Santa Catalina|Bolívar|Aeródromo|10.7124|-75.2649|CARLOS E. GUERRERO|ENRIQUE MORALES NUÑEZ|215|10|400||30|  998,000|2012-03-01||UL|Privado||13|13673
7NQ||EL PARAISO|La Primavera|Vichada|Aeródromo|5.1826|-69.6303|RUBEN D. VELASQUEZ|RUBEN D. VELASQUEZ|1100|20|3000||387| 5533,000|2014-11-11|2017-12-02|1A|Privado|2|99|99524
7NR||NUEVA ROMA|Plato|Magdalena|Aeródromo|9.968|-74.3303|JORGE SOLANO RECIO|JORGE SOLANO RECIO|550|10|3000||462| 4503,000|2012-08-16||1A|Privado|1|47|47555
7NS||JAGUAR|Puerto Gaitán|Meta|Aeródromo|4.2161|-72.0275|CEPCOLSA|CEPCOLSA|1200|23|||650| 4940,000|2012-09-06|2015-10-10|2B|Privado|980|50|50568
7NT||OCELOTE|Puerto Gaitán|Meta|Aeródromo|4.2751|-71.6123|HOCOL S.A.|HOCOL S.A.|1200|20|||690| 5922,000|2012-10-19||2B|Privado|1159|50|50568
8CB||BANCO DE LA REPUBLICA- CONDOTO|Condoto|Chocó|Aeródromo|||||||||||||||7|27|27205
9AA||BONAIRE  - CA|Ayapel|Córdoba|Aeródromo|8.2851|-75.0505|INDUSTRIAS DIPSA S.A.S.|INDUSTRIAS DIPSA S.A.S.|350|10|500||100|    8,000|2015-01-05||UL|Privado||23|23068
9AB||GETSEMANI|Hato Corozal|Casanare|Aeródromo|6.1506|-70.0294|MUNICIPIO|MUNICIPIO|800|14|2000||304| 2220,000|2004-06-10||1A|Público|112|85|85125
9AC||MARIA ALEJANDRA|Nunchía|Casanare|Aeródromo|5.0054|-72.3959|CIRO GUILLERMO VEGA N.|SAMBA LTDA.|640|10|2000||734| 2493,000|2014-05-12||1A|Fumigación|3|85|85225
9AD||URACA - CA.|Puerto Colombia|Atlántico|Aeródromo|11.0062|-74.9224|NORA CARVAJALINO|ALAS DEL CARIBE|320|10|800||204| 5624,000|2013-10-11|2016-11-12|UL|Privado|| 8| 8573
9AG||LIBANO - CA|Bosconia|Cesar|Aeródromo|||||||||||||||1|20|20060
9AH||SAN ROQUE  - CA.|San Pedro|Valle del Cauca|Aeródromo|4.0039|-76.2209|IRMA HERNANDEZ DE M.|JAKOB OLIVIER|235|10|400||3366| 5622,000|2013-10-11||UL|Privado||76|76670
9AI||CAÑO GARZA|Paz de Ariporo|Casanare|Aeródromo|5.5917|-71.5894|PERENCO COLOMBIA LIMITED|PERENCO COLOMBIA LIMITED|640|15|12202||530|  933,000|2015-04-24||1A|Privado|4578|85|85250
9AJ||SAN LUIS DE PACA|Mitú|Vaupés|Aeródromo|0.8744|-70.3464|RESGUARDO INDIGENA|GOBERNACION DEL VAUPES|424|10|1650||590| 3423,000|1997-09-16||1A|Público|78|97|97001
9AK||CANANARI|Mitú|Vaupés|Aeródromo|0.545|-70.9286|RESGUARDO INDIGENA|GOBERNACION DEL VAUPES|420|20|1650||780| 3423,000|1997-09-16||1A|Público|126|97|97001
9AL||LAS GUABINAS|Orocué|Casanare|Aeródromo|||||||||||||||1|85|85230
9AM||SAN FERNANDO|Paz de Ariporo|Casanare|Aeródromo|||||||||||||||10|85|85250
9AN||MARAREY|Orocué|Casanare|Aeródromo|4.8281|-71.0808|JULIAN VALENCIA I. Y OTROS|JULIAN VALENCIA I. Y OTROS|700|15|4800||498| 2001,000|2013-05-08|2016-05-09|1A|Privado|226|85|85230
9AO||SANTA CLARA|Sabanalarga|Casanare|Aeródromo|4.4172|-72.7744|ARMANDO SANCHEZ M.|TAES LTDA.|800|10|2500||610| 2137,000|2013-05-16||1A|Fumigación|23|85|85300
9AR||SAN PABLO|Mitú|Vaupés|Aeródromo|-0.7831|-70.3228|RESGUARDO INDIGENA|GOBERNACION DEL VAUPES|510|10|1650||550| 3423,000|1997-09-16||1A|Público|86|97|97001
9AS||SIRENAS|Trinidad|Casanare|Aeródromo|5.2541|-71.1576|PERENCO COLOMBIA LIMITED|PERENCO COLOMBIA LIMITED|600|18|5000||443| 3058,000|2014-06-10|2017-06-11|1A|Privado|2498|85|85430
9AT||COROCITO|Puerto López|Meta|Aeródromo|3.9507|-72.2186|AGROINVERSIONES COROCITO|AGROINVERSIONES COROCITO|980|10|3000||544| 1838,000|2013-04-26||1A|Privado|7|50|50573
9AU||LAS FURIAS|Nunchía|Casanare|Aeródromo|5.4039|-72.1228|MAURICIO CALA PEREZ|SFA LTDA.|800|10|2000||688| 5611,000|2012-10-04|2015-10-09|1A|Fumigación||85|85225
9AV||EL NOGAL|Villavicencio|Meta|Aeródromo|3.9883|-73.2994|GLORIA L.TIUSO|AEROTEC LTDA.|610|10|2000||817| 4739,000|2012-08-29||1A|Fumigación||50|50001
9AX||SANTA CRUZ|Puerto López|Meta|Aeródromo|4.1318|-73.1814|JULIO STRAUCH D.|COMERCIALIZADORA ECO|650|10|2000||659| 2685,000|2011-05-25||1A|Fumigación||50|50573
9AZ||REMACHE SUR|San Luis de Palenque|Casanare|Aeródromo|5.0832|-71.1525|DESIDERIO CHAPARRO|PERENCO COLOMBIA LIMITED|600|18|5000||459| 3058,000|2014-06-10|2017-06-11|1A|Privado|3353|85|85325
9BA||CURUMANI|Curumaní|Cesar|Aeródromo|9.2222|-73.5722|MUNICIPIO|FADELCE|900|23|2000||164| 2989,000|2008-07-02||2A|Fumigación||20|20228
9BB||SAN MIGUEL|Puerto López|Meta|Aeródromo|4.1069|-72.89|ELIZABETH CRUZ BULLA|SAAC S.A.S|670|10|2000||803|  251,000|2012-02-01|2015-02-09|1A|Fumigación|105|50|50573
9BC||CANTADELICIAS|Alpujarra|Tolima|Aeródromo|3.3873|-74.9338|MUNICIPIO|MUNICIPIO|700|15|12200||4213| 4541,000|2005-10-13||1A|Público||73|73024
9BD||CURALITO - UL|Valledupar|Cesar|Aeródromo|10.2729|-73.2798|JORGE LUIS PRIETO BERRIO|JORGE LUIS PRIETO B.|330|12|500||1920| 1675,000||2012-05-04|UL|Privado|7|20|20001
9BE||LAS VEGAS|Paz de Ariporo|Casanare|Aeródromo|6.0072|-71.2842|ALEIDA JERONIMO NAVAS|ALEIDA JERONIMO NAVAS|740|15|3500||430| 1657,000|2012-04-03||1A|Privado|15|85|85250
9BF||LA FRANCIA|El Paso|Cesar|Aeródromo|9.6394|-73.5282|SOCIEDAD COLOMBIAN NATURAL RESOURCES|EL MISMO|1100|18|||213|  962,000|2011-03-02||1B|Privado|149|20|20250
9BG||AGUAS BLANCAS|San Alberto|Cesar|Aeródromo|7.8197|-73.5719|PALMAS BELLAVISTA S.A.|CELTA LTDA.|800|15|3000||174| 4942,000|2014-09-22||1A|Fumigación||20|20710
9BH||GUAFITAS|Orocué|Casanare|Aeródromo|||||||||||||||279|85|85230
9BI||SAN FELIPE|Orocué|Casanare|Aeródromo|5.1037|-71.8425|MARIA LUCILA REYES ORDOÑEZ|MARIA LUCILA REYES O.|700|14|2000||554|  800,000|2010-02-18||1A|Privado|10|85|85230
9BK||JULIAN|Cabuyaro|Meta|Aeródromo|4.2711|-72.9869|HERNANDO JIMENEZ|ASAM LTDA|800|10|2500||735| 3181,000|2009-06-24|2012-07-06|1A|Fumigación||50|50124
9BL||LOS HALCONES|Bugalagrande|Valle del Cauca|Aeródromo|3.9178|-76.3206|DIEGO TORRES NUÑEZ|DIEGO TORRES NUÑEZ|350|10|500||3232| 6678,000|2012-11-22|2016-01-04|1A|Privado|10|76|76113
9BN||EL SOÑADOR|Aguazul|Casanare|Aeródromo|5.2299|-72.4528|GLORIA M. ALVIRA R.|CELTA LTDA.|700|14|2000||865|  304,000|2010-01-27|2013-02-09|1A|Fumigación||85|85010
9BO||VENECIA DE GUANAPALO|San Luis de Palenque|Casanare|Aeródromo|5.3079|-71.9204|COLCONSTRUC LTDA|COLCONSTRUC LTDA.|1000|15|5500||623| 4873,000|2014-09-16||1A|Privado|38|85|85325
9BP||EL CONCHAL - CA|El Cerrito|Valle del Cauca|Aeródromo|3.7273|-76.3902|ARMANDO ARAGON NAVIA|ARMANDO ARAGON NAVIA|200|10|400||3139|  326,000|2013-02-07|2016-04-01|1A|Privado||76|76248
9BR||SEVILLA|Hato Corozal|Casanare|Aeródromo|5.9234|-71.7139|HELI CALA LOPEZ|HELI CALA LOPEZ|700|15|3000||682| 4729,000|2013-09-06||1A|Privado||85|85125
9BS||LA COMARCA|Trinidad|Casanare|Aeródromo|||||||||||||||3|85|85430
9BT||ASA SAN MARTIN|Riohacha|La Guajira|Aeródromo|11.2889|-73.1756|ASA S EN C|ASA S. EN C.|830|15|4500||49| 5612,000|2012-10-04||1A|Fumigación||44|44001
9BW||LA FAZENDA|Puerto López|Meta|Aeródromo|4.3263|-72.2208|ALIAR S.A.|ALIAR S.A.|1200|12|5000||568| 1941,000|2013-05-03|2016-05-07|2B|Fumigación|42|50|50573
9BX||LA ESTRELLA-CA.|San Martín|Meta|Aeródromo|3.4802|-73.3276|CLUB LA LIBELULA|CLUB LA LIBELULA|300|75|500||787|  679,000|2011-02-15||UL|Privado||50|50689
9BY||SAN EDUARDO|Orocué|Casanare|Aeródromo|4.6422|-71.8104|EDUARDO J. GONZALEZ A.|EDUARDO J- GONZALEZ|800|12|2500||580| 1580,000|2014-03-26||1A|Privado|12|85|85230
9BZ||RIOSUCIO|Riosucio|Chocó|Aeródromo|7.4164|-77.0595|MUNICIPIO|MUNICIPIO|706|9|5670||72| 3430,000|2014-06-27||1A|Público|7|27|27615
9CA||LAS AGUILAS -CA|Yumbo|Valle del Cauca|Aeródromo|3.5134|-76.4931|SERESTEL S.A.|CLUB DEPORT.LAS AGUILAS|320|10|500||3100| 4939,000|2012-09-06||1A|Privado||76|76892
9CB||CAMARUCOS|Paz de Ariporo|Casanare|Aeródromo|5.8754|-70.6583|ALCALDIA|ALCALDIA|1200|15|2000||367| 4541,000|2006-10-27|2016-11-07|1A|Público|5|85|85250
9CC||EL TOTUMO|Paz de Ariporo|Casanare|Aeródromo|5.9387|-71.2217|MUNICIPIO|MUNICIPIO|520|15|2000||476| 4541,000|2006-10-27|2016-11-07|1A|Público|8|85|85250
9CD||VARSOVIA|Paz de Ariporo|Casanare|Aeródromo|5.849|-70.3648|MUNICIPIO|MUNICIPIO|550|15|2000||328| 4541,000|2006-10-27|2016-11-07|1A|Público|47|85|85250
9CE||LA HERMOSA|Paz de Ariporo|Casanare|Aeródromo|5.5307|-70.4497|MUNICIPIO|MUNICIPIO|884|15|2000||338| 4541,000|2006-10-27|2016-11-07|1A|Público|119|85|85250
9CF||SAN ESTEBAN|Paz de Ariporo|Casanare|Aeródromo|5.4441|-70.8352|MUNICIPIO|MUNICIPIO|580|15|2000||377| 4541,000|2006-10-27|2016-11-07|1A|Público|5|85|85250
9CG||SAN JOSE DEL ARIPORO|Paz de Ariporo|Casanare|Aeródromo|6.0475|-70.0128|MUNICIPIO|MUNICIPIO|570|15|2000||318| 4541,000|2006-10-27|2016-11-07|1A|Público|146|85|85250
9CH||COLINERAS|Paz de Ariporo|Casanare|Aeródromo|6.0713|-70.3678|MUNICIPIO|MUNICIPIO|410|15|2000||338| 4541,000|2006-10-27|2016-11-07|1A|Público|1|85|85250
9CI||LA CAIMANA|Paz de Ariporo|Casanare|Aeródromo|6.052|-70.8134|MUNICIPIO|MUNICIPIO|615|15|2000||400| 4541,000|2006-10-27|2016-11-07|1A|Público|11|85|85250
9CJ||EMAUS|San Luis de Palenque|Casanare|Aeródromo|5.1483|-71.0453|LUIS F. CASTILLO SANTOS|LUIS F. CASTILLO SANTOS|740|10|2500||430| 1945,000|2013-05-03||1A|Privado|41|85|85325
9CK||SANTA MARIA DEL CAFÉ|Hato Corozal|Casanare|Aeródromo|6.1111|-70.9888|MUNICIPIO|EL MISMO|510|15|2000||427| 4543,000|2006-10-27||1A|Público||85|85125
9CL||LA VENTUROSA|San Luis de Palenque|Casanare|Aeródromo|5.2388|-71.3035|MUNICIPIO|EL MISMO|620|15|2000||459| 4542,000|2006-10-27||1A|Público|1|85|85325
9CM||MIRAMAR DE GUANAPALO|San Luis de Palenque|Casanare|Aeródromo|5.0541|-71.0012|MUNICIPIO|EL MISMO|425|15|2000||394| 4542,000|2006-10-27||1A|Público|1|85|85325
9CP||LA SALVACION|Paz de Ariporo|Casanare|Aeródromo|5.9988|-70.6316|ALCALDIA|ALCALDIA|700|15|2000||384| 4807,000|2006-11-14||1A|Público||85|85250
9CQ||LOMA GRANDE - CA|Ayapel|Córdoba|Aeródromo|8.2937|-75.1176|O.V. OROZCO Y CIA. S.C.A.|EL MISMO|350|10|400||1280| 3341,000|2010-06-30||UL|Privado||23|23068
9CR||EL CAPRICHO|Puerto Gaitán|Meta|Aeródromo|4.2018|-72.1632|JORGE E. SALAZAR B.|EL MISMO|700|18|4500||551|  329,000|2013-02-07|2016-04-05|1A|Privado|1|50|50568
9CU||COROCORA|Trinidad|Casanare|Aeródromo|5.3751|-70.969|DORA AVELLA VDA.DE PAN|PERENCO COLOMBIA LIMITED|740|18|5000||430| 1000,000|2012-03-01||1A|Privado|2486|85|85430
9CX||SAN JUAN|Maní|Casanare|Aeródromo|4.8437|-72.3006|MARIA ILSE BERRIO|AGIL LTDA.|750|10|2000||591| 1055,000|2014-02-28|2017-03-11|1A|Fumigación|2|85|85139
9CY||LA MEJOR|Restrepo|Meta|Aeródromo|4.1538|-73.3205|JOSE A. REINA P.|SADELL S.A.S.|740|10|2000||844| 1125,000|2015-05-14||1A|Fumigación|1|50|50606
9CZ||GRISMANIA|Aguazul|Casanare|Aeródromo|4.989|-72.5099|LUZ MARINA VARGAS|SFA LTDA.|900|10|2000||669| 6670,000|2010-12-07||1A|Fumigación|1|85|85010
