objectid,key,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territorial,tramo,sector,administrador,amv,superficie,calzada,ruta,fuente,fecha_fuente,fecha_actualiz,concesion,observacion_invias,estado,observacion_igac,reversion,pr_ini_con,pr_fin_con,ruleid_1,inline_fid,simlnflag,maxsimptol,minsimptol
1367,1,400119,4001,19,800,62,408,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,10407,0,1,1
1368,1,400119,4001,19,800,62,408,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,10408,0,1,1
1369,1,400119,4001,19,800,62,408,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,10409,0,1,1
1370,1,400119,4001,19,800,62,408,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,10410,0,1,1
1374,1,400119,4001,0,0,0,0,,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,10418,0,1,1
1376,1,400119,4001,19,800,62,408,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,10411,0,1,1
1379,1,400119,4001,19,800,62,408,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,10412,0,1,1
1380,1,400119,4001,0,0,0,0,,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,10413,0,1,1
1381,1,400119,4001,0,0,0,0,,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,10414,0,1,1
1382,1,400119,4001,0,0,0,0,,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,10415,0,1,1
1383,1,400119,4001,0,0,0,0,,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,10416,0,1,1
1384,1,400119,4001,0,0,0,0,,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,10417,0,1,1
1391,1,400162,4001,62,408,118,412,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cruce Ruta 40 (Loboguerrero) - Buga,1,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,62+408,118+412,1,10426,1,1,1
1014,1,400241,4002,41,760,50,250,20,Troncal del Eje Cafetero,Club Campestre - Armenia,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,41+760,50+250,1,10132,0,1,1
861,1,400327,4003,27,0,49,800,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,La Línea  - Cajamarca,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,27+0,49+800,1,9856,0,1,1
876,1,400350,4003,50,80,50,365,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Puente Cajamarca,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,50+80,50+365,1,9841,0,1,1
989,1,40030,4003,0,0,27,0,20,Transversal Buenaventura - Villavicencio - Puerto Carreño,Armenia - La Línea,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,APP RUTA DEL PRIVILEGIO (ENTREGA 1-DIC-2015),,,,,0+0,27+0,1,9962,0,1,1
1071,1,400350,4003,50,365,80,194,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cajamarca - Puente Cajamarca - Ibagué,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,50+365,80+194,2,10053,0,1,1
1072,1,400349,4003,49,800,50,80,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cajamarca - Puente Cajamarca - Ibagué,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,49+800,50+80,2,10054,0,1,1
1322,1,400350,4003,50,365,80,194,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cajamarca - Puente Cajamarca - Ibagué,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,50+365,80+194,2,10328,1,1,1
1326,1,400350,4003,50,365,80,194,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cajamarca - Puente Cajamarca - Ibagué,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,50+365,80+194,2,10329,1,1,1
1433,1,40040,4004,0,0,37,842,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Ibague (Puente Blanco) - Cruce Ruta 45 (Espinal),2, , ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,0+0,37+842,2,10473,1,1,1
941,1,40050,4005,0,0,0,211,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Puente Mariano Ospina Perez,2,,,1,,Google Maps,2016/01/01 00:00:00+00,2016/06/26 00:00:00+00,,,,,,0+0,0+211,2,9916,0,1,1
956,1,400562,4005,62,980,122,0,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),2,,,2,,"Google Maps, WFS ANI.",2016/01/01 00:00:00+00,2016/06/27 00:00:00+00,,,3d_mal_central,,,62+980,122+0,2,9925,0,1,1
1111,1,40060,4006,0,0,86,55,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 86+0600 (Ramón Lobo),rev,,,0+0,86+55,2,10076,0,1,1
872,1,40070,4007,0,0,0,654,16,Transversal Buenaventura - Villavicencio - Puerto Carreño,Intersección Séptima Brigada - PR 0+0654,3,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,Se traslapa con PR inicial de ANI. Via no está en Criterio Tecnico,urg rev,,,0+0,0+654,3,9864,0,1,1
942,1,40070,4007,0,654,78,222,16,Transversal Buenaventura - Villavicencio - Puerto Carreño,Villavicencio - Paso por el Puente sobre el Río La Balsa -Puerto Lopez,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MALLA VIAL DEL META 2015. (ENTREGADO 9-JUN-2015),pr final 78+0305 Ramón Lobo,,,,0+654,78+222,2,9917,0,1,1
883,1,40080,4008,0,0,111,0,16,Transversal Buenaventura - Villavicencio - Puerto Carreño,Puerto López - Puerto Gaitán,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MALLA VIAL DEL META 2015. (ENTREGADO 9-JUN-2015),PR final 111+0970 (Ramón Lobo),rev,,,0+0,111+0,2,9848,0,1,1
1095,1,40096,4009,0,0,68,1000,16,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cruce a Rubiales - Puente Arimena,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MALLA VIAL DEL META 2015. (ENTREGA 30-SEP-2015),,,,,0+0,68+1000,2,10083,0,1,1
1100,1,401021,4010,21,0,40,820,16,Transversal Buenaventura - Villavicencio - Puerto Carreño,Puente Arimena - La Arepa,1,1,,1,,Digital Globe,2016/01/01 00:00:00+00,2016/09/21 00:00:00+00,,,,IGAC no actualizó,,21+0,40+820,1,10086,0,1,1
1101,1,40100,4010,0,0,21,0,16,Transversal Buenaventura - Villavicencio - Puerto Carreño,Puente Arimena - La Arepa,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,21+0,1,10087,0,1,1
1133,1,40150,4015,0,0,95,760,16,Transversal Buenaventura - Villavicencio - Puerto Carreño,Juriepe - Puerto Carreño,1,2,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 0-95+0760,,0+0,95+760,1,10101,0,1,1
865,1,43010,4301,0,0,49,500,14,Alternas a la Troncal del Magdalena,Cruce Tesalia - Teruel,1,2,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 30-32; 38-39: 40-45,,0+0,49+500,1,9859,0,1,1
1309,1,43050,4305,0,0,105,193,24,Alternas a la Troncal del Magdalena,Ibagué - Mariquita,2,,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,CAMBAO - MANIZALES. (ENTREGADA 21-AGT-2015),,,"Act. seg 1-2, 54 a 56, 103 a 105",,0+0,105+193,2,10302,0,1,1
961,1,43130,4313,0,0,21,0,15,Transversal Depresion Momposina,El Banco  - San José,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,21+0,1,9930,1,1,1
1091,1,431321,4313,21,0,73,754,9,Transversal Depresion Momposina,San José - Ye de Arjona,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR final 73+0840 (Ramón Lobo),rev,Act. seg 22-23; 35-36,,21+0,73+754,1,10064,0,1,1
1164,1,45010,4501,0,0,109,0,19,Troncal del Magdalena,Puente Internacional San Miguel - Santana,1,1,,2,,Google Maps (DC Criterio Técnico),2016/06/15 00:00:00+00,2016/06/27 00:00:00+00,,,3d_mal_oeste,Act. seg 17-18; 27-30; 43-47,,0+0,109+0,1,10139,0,1,1
1134,1,450260,4502,60,300,77,1000,19,Troncal del Magdalena,Ye de Urcusique - Mocoa (Canangucho),1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,60+300,77+1000,1,10102,0,1,1
1234,1,45020,4502,0,0,60,300,19,Troncal del Magdalena,Santana - Ye de Urcusique,2,,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,SANTANA - MOCOA - NEIVA (ENTREGADA 23-SEPT-2015),,,Act. seg 24-25; 42-45; 52-53,,0+0,60+300,2,10247,0,1,1
1192,1,4503131,4503,131,680,134,630,14,Troncal del Magdalena,Paso Nacional por Pitalito,1,1,,2,,Google Maps (DC Criterio Técnico),2016/06/15 00:00:00+00,2016/06/27 00:00:00+00,,PR Final 135+0000 en Ramón Lobo,3d_mal_oeste,,,131+680,134+630,1,10199,0,1,1
1206,1,45030,4503,0,0,1,600,19,Troncal del Magdalena,Paso Nacional por Mocoa,1,3,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 0 a 0+108,,0+0,1+600,1,10184,0,1,1
1166,1,45040,4504,0,0,2,180,14,Troncal del Magdalena,Paso Nacional por Pitalito,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,2+180,1,10141,0,1,1
1167,1,45042,4504,2,180,70,165,14,Troncal del Magdalena,Pitalito - Garzón,2,,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,SANTANA - MOCOA - NEIVA (ENTREGADA 23-SEPT-2015),,,Act. seg 70 a 71,,2+180,70+165,2,10142,0,1,1
1204,1,450470,4504,70,165,71,697,14,Troncal del Magdalena,Paso Nacional por Garzón,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 70-71,,70+165,71+697,1,10200,0,1,1
864,1,45052,4505,2,0,110,500,14,Troncal del Magdalena,Garzón - Neiva,2,,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,SANTANA - MOCOA - NEIVA (ENTREGADA 23-SEPT-2015),PR inicial 1+1030 en Ramón Lobo,,Act. seg 12-16; 19-21; 30-31,,2+0,110+500,2,9858,0,1,1
1159,1,45050,4505,0,0,2,0,14,Troncal del Magdalena,Paso Nacional por Garzón,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR final 1+1030 en Ramón Lobo,,Act. seg 0-1,,0+0,2+0,1,10134,0,1,1
838,1,450686,4506,86,400,106,652,14,Troncal del Magdalena,Natagaima - Castilla,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 16+0000 en Ramón Lobo,,,,86+400,106+652,2,9870,0,1,1
839,1,45060,4506,0,0,83,100,14,Troncal del Magdalena,Neiva - Natagaima,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,83+100,2,9871,0,1,1
867,1,450683,4506,83,100,86,400,14,Troncal del Magdalena,Paso Nacional por Natagaima,1,3,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,83+100,86+400,1,9861,0,1,1
866,1,450714,4507,14,150,14,270,24,Troncal del Magdalena,Puente Saldaña,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,14+150,14+270,2,9860,0,1,1
868,1,450724,4507,24,60,27,1130,24,Troncal del Magdalena,Paso Nacional  por El Guamo,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,24+60,27+1130,1,9862,0,1,1
895,1,45070,4507,0,0,14,150,24,Troncal del Magdalena,Castilla - Puente Saldaña,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,14+150,2,9881,0,1,1
896,1,450714,4507,14,270,24,60,24,Troncal del Magdalena,Castilla - Girardot,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,14+270,24+60,2,9882,0,1,1
897,1,450727,4507,27,1130,40,500,24,Troncal del Magdalena,Castilla - Girardot,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,27+1130,40+500,2,9883,0,1,1
900,1,450740,4507,40,500,45,0,24,Troncal del Magdalena,Paso Nacional por El Espinal,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR inicial 40+0500 (Ramón Lobo),rev,,,40+500,45+0,1,9886,0,1,1
1411,1,450745,4507,45,0,61,0,24,Troncal del Magdalena,El Espinal - Girardot,2, , ,2, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,45+0,61+0,2,10444,1,1,1
835,1,,4508,0,0,87,306,24,Troncal del Magdalena,Girardot - Cambao,2,,1,2,40,Archivos SHP suministrados por la ANI,2018/09/13 15:08:40+00,2020/01/28 00:00:00+00,,,,,,0+0,87+0306,2,7658,0,1,1
1341,1,,4509,0,0,38,423,12,Troncal del Magdalena,Cambao - Cruce Ruta 50 ,2,,1,2,40,Archivos SHP suministrados por la ANI,2018/09/13 15:08:40+00,2018/09/13 15:08:36+00,,,,,,0+0,38+0423,2,10348,1,1,1
836,4,451033,4510,34,0,134,470,24,Troncal del Magdalena,Puerto Salgar - Río Ermitaño,1,3,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2019/12/10 00:00:00+00,,,,Act. seg 33- 34,,34+0,134+470,1,8444,1,1,1
856,1,451033,4510,38,86,38,246.5,24,Troncal del Magdalena,Segmentos  Viales fuera de Servicio,2,,,,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2020/02/10 00:00:00+00,,,,,,38+0008,38+0247,2,9788,1,1,1
922,1,45100,4510,0,0,0,170,24,Troncal del Magdalena,Viaducto Honda - Entrada Puente Puerto Salgar,2,,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 33- 34,,0+0,0+170,2,9899,0,1,1
1268,1,451033,4510,38,13,38,309,24,Troncal del Magdalena,Puente Puerto Salgar - Caño Alegre,2,,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,Entregado por Resol. INVIAS 1262 de 06/03/2018,,Act. seg 33- 34,,38+13,38+309,2,10336,1,1,1
1286,1,451033,4510,33,353,34,0,24,Troncal del Magdalena,Puente Puerto Salgar,1,3,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 33- 34,,33+353,34+0,1,10284,0,1,1
1403,1,45100,4510,0,170,33,400,24,Troncal del Magdalena,Viaducto Honda - Entrada Puente Puerto Salgar,2, , ,2, ,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2020/06/17 00:00:00+00, , , ,Act. seg 33- 34, ,0+0170,33+0400,2,10438,1,1,1
1430,1,451033,4510,38,13,38,432,24,Troncal del Magdalena,Puente Puerto Salgar - Caño Alegre,2, , ,1, ,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2020/06/17 00:00:00+00, ,Entregado por Resol. INVIAS 1262 de 06/03/2018, ,Act. seg 33- 34, ,38+0013,38+0432,2,10470,1,1,1
955,4,45110,4511,0,0,149,484,22,Troncal del Magdalena,Río Ermitaño - La Lizama,1,6,,2,,Google Maps,2016/01/01 00:00:00+00,2016/09/02 00:00:00+00,,,,,,0+0,149+484,1,9924,0,1,1
1352,4,45130,4513,0,0,90,748,22,Troncal del Magdalena,La Lizama -San Alberto,1,6,,2,,WFS ANI,2016/01/01 00:00:00+00,2016/09/06 00:00:00+00,,,,,,0+0,90+748,1,10370,1,1,1
1328,4,45140,4514,0,0,99,923,26,Troncal del Magdalena,San Alberto - La Mata,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,99+923,1,10331,1,1,1
1028,4,45150,4515,0,0,87,787,9,Troncal del Magdalena,La Mata - San Roque,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,87+787,1,9999,0,1,1
1016,1,45160,4516,0,0,87,965,9,Troncal del Magdalena,San Roque - Bosconia,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 87+1130 (Ramón Lobo),rev,,,0+0,87+965,2,9992,1,1,1
1017,1,45170,4517,0,0,34,81,9,Troncal del Magdalena,Bosconia - Río Ariguaní,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 33+0972 (Ramón Lobo),rev,,,0+0,34+81,2,9993,0,1,1
924,1,451846,4518,46,764,98,0,15,Troncal del Magdalena,Paso Nacional por Aracataca - Ye de Ciénaga,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,46+764,98+0,2,9902,0,1,1
926,1,45180,4518,0,0,35,725,15,Troncal del Magdalena,Río Ariguaní - Paso Nacional por Aracataca,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,35+725,2,9904,0,1,1
943,1,451898,4518,98,0,100,289,15,Troncal del Magdalena,Ye de Ciénaga (Lado Manantial) - Intersección Ruta 90,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg  100 - 100+0289,,98+0,100+289,1,9918,1,1,1
970,1,451835,4518,35,725,46,764,15,Troncal del Magdalena,Paso Nacional por Aracataca,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,35+725,46+764,1,9945,0,1,1
1082,2,48032,4803,2,350,12,0,25,Alternas a la Troncal de Occidente,Cruce Ruta 23 (Ansermanuevo) - Cartago,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,Se divide por paso de Via 2302. Jorge P,,,,2+350,12+0,1,10163,0,1,1
1176,2,48030,4803,0,0,2,250,25,Alternas a la Troncal de Occidente,Ansermanuevo - Cruce Ruta 23,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,Se divide por paso de Via 2302. Jorge P,,,,0+0,2+250,1,10164,0,1,1
1063,1,49010,4901,0,0,140,0,9,Troncal del Carbon,San Roque - La Paz,1,3,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),,,Act. seg 39-42; 97-98; 139-140,,0+0,140+0,1,10028,0,1,1
930,1,49026,4902,6,199,75,237,13,Troncal del Carbon,Río Pereira - Buenavista,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),PR inicial y final  6+0199 y 75+0237 (Ramón Lobo),rev,Act. seg 6+0210-7; 32-33; 37-8; 57-58,,6+199,75+237,1,9911,0,1,1
1080,1,49020,4902,0,0,6,199,9,Troncal del Carbon,La Paz - Río Pereira,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),,,,,0+0,6+199,1,10047,0,1,1
902,1,500182,5001,82,0,130,0,10,Transversal Tribuga - Arauca,Río Pató (El Afirmado) - La Ye (Las Animas),1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,82+0,130+0,1,10232,0,1,1
1246,3,500160,5001,60,0,82,0,10,Transversal Tribuga - Arauca,Río Pató (El Afirmado),1,2,,1,,Google Maps,1970/01/01 00:00:00+00,2015/04/15 00:00:00+00,,,,,,60+0,82+0,1,10224,0,1,1
966,1,50020,5002,0,0,50,0,10,Transversal Las Animas - Bogotá,Las Animas - Mumbú,1,2,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,50+0,1,10244,0,1,1
903,1,50030,5003,0,0,79,0,21,Transversal Las Animas - Bogotá,Santa Cecilia - Asia,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,pr final 78+0500 en Ramón Lobo,,Act. seg 0-12,,0+0,79+0,1,10233,0,1,1
1005,1,500523,5005,23,880,33,880,5,Transversal Las Animas - Bogotá,Estación Uribe - Puente La Libertad,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,"Act. seg 29-33+880, pendi 27-29",,23+880,33+880,1,9982,0,1,1
1267,1,50050,5005,0,0,7,150,5,Troncal del Eje Cafetero,Tres Puertas -La Manuela ,2,,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR final 23+880 (Ramón Lobo),rev,Act. seg 23-24,,0+0,7+150,2,10261,0,1,1
1321,1,50050,5005,7,150,23,570,5,Transversal Las Animas - Bogotá,La Manuela - Estación Uribe,2,,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR final 23+880 (Ramón Lobo),rev,Act. seg 23-24,,7+150,23+570,2,10327,1,1,1
916,1,50060,5006,0,0,82,1000,5,Transversal Las Animas - Bogotá,Puente La Libertad - Fresno,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,82+1000,1,9938,0,1,1
911,1,500746,5007,46,0,46,1150,24,Transversal Las Animas - Bogotá,Puente Luis Ignacio Andrade en Honda (VARIANTE HONDA - PUERTO BOGOTÁ),1,2,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,46+0,46+1150,1,9888,0,1,1
1023,1,50070,5007,0,0,26,695,24,Transversal Las Animas - Bogotá,Fresno - Mariquita,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,26+695,1,9997,0,1,1
1107,1,500726,5007,26,695,46,0,24,Transversal Las Animas - Bogotá,Mariquita - Honda (Puente Luis Ignacio Andrade),2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,CAMBAO - MANIZALES. (ENTREGADA 21-AGT-2015),,,,,26+695,46+0,2,10072,0,1,1
857,1,50080,5008,2,826.8,5,99.7,12,Transversal Medellin - Bogotá,Segmentos  Viales fuera de Servicio,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/02/11 00:00:00+00,,,,,,2+0826,5+0099,2,9789,1,1,1
884,1,50085,5008,5,850,64,0,12,Transversal Las Animas - Bogotá,Honda - Villeta,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 62+0000 (Ramón Lobo),rev,,,5+850,64+0,1,9849,1,1,1
1298,1,500864,5008,64,0,145,0,12,Transversal Medellin - Bogotá,Villeta - Bogotá,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR inicial 62+0000 (Ramón Lobo),rev,,,64+0,145+0,2,10290,0,1,1
1397,1,50080,5008,0,0,5,798,12,Transversal Medellin - Bogotá,Río Seco - Villeta,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,5+0798,2,10431,1,1,1
