X,Y,objectid,codigo_via,pr,distanciap,nombre,administra,territoria,latsig,longsig,cat_1,cat_4,cat_5,cat_6,cat_7,link_foto,sector,cat_2,cat_3,ruleid,a_cargo_de,sentido,ubicacion,telefono_peaje,telefono_grua,eje_adicional,eje_adicional_r,eje_grua,cat_e_ie,cat_8,cat_9,cat_ie_10,cat_iee,cat_ieee,cat_iia,cat_eae,cat_ec,cat_e,cat_ie,cat_iie,cat_iiie,cat_ive,cat_ve,cat_vie,cat_viie,d_cat_i,d_cat_ii,d_cat_iii,d_cat_iv,d_cat_v,d_cat_vi,d_cat_vii,d_cat_viii,d_cat_ix,d_cat_ie10,d_cat_iee,d_cat_ieee,d_cat_iia,d_cat_eg,d_cat_ear,d_cat_ea,d_cat_eae,d_cat_ec,d_cat_e,d_cat_ie,d_cat_iie,d_cat_iiie,d_cat_ive,d_cat_ve,d_cat_vie,d_cat_viie
-75.89987074,4.407960397,3840,4002,21,1604,COROZAL,CONCESION ANI,VALLE DEL CAUCA,30,-75.89991018,10400,12600,30700,38400,44600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,La Paila - Club Campestre,12600,12600,2,AUTOPISTAS DEL CAFÉ, Sur - Norte // Norte - Sur,Vía La Paila - Armenia Km 23,(6) 3282720,3138176567 #850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes,6 Ejes,Categoría VII, , , , , , , , , , , , , , , , , , , 
-75.48508679,10.30965871,3806,90BLB,26,328,CORRALITO DE PIEDRA,DISTRITO,BOLÍVAR,10.30964816,-75.4852048,7900,23700,27400,27400,27400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Vía a Barú,8500,18100,4,CONVIAL,Ambos sentidos de circulación,Variante Mamonal - Gambote,(57) (5)6609002 - 6607822 - 6609125,(57) (5)6609002 - 6607822 - 6609125,0,0,0,2900,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-74.7667594,10.95782386,4004, ,0,0,CORREDOR PORTUARIO,DISTRITO,ATLANTICO,10.95782386,-74.7667594,6400,20000,22200,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Calle 6,7100,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.26949651,1.282159377,3865,2502,14,400,DAZA,INVIAS,NARIÑO,34,1,0,30200,34900,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3865.pdf,San Juan de Pasto - Cano,0,23000,5,INVIAS,Norte – Sur,Vía Pasto – Mojarras Km 13 Jurisdicción municipio de Pasto Sector Daza,No tiene,No cuenta con servicio,10100,9800,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,Categoría III Camiones y buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 ejes, , , , , , , , ,Categoría Eje Grúa,Categoría Eje Remolque,Categoría Eje Adicional, , , , , , , , , , 
-75.67134454,6.338603341,3825, ,0,0,EBEJICO,DEPARTAMENTO,ANTIOQUIA,35,-75.67134454,7700,23700,26700,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Puente Aurrá - Medellín (Vía Antigua al Mar),9200,19300,3, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-74.07337975,4.452540053,3910,4006,4,122,EL BOQUERON I,CONCESION ANI,CUNDINAMARCA,36,-74.07337975,11900,47100,52900,58800,70500,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá (El Portal) - Villavicencio,35300,17800,2,COVIANDINA S.A.S.,Occidente – Oriente // Oriente – Occidente,Caqueza – Guayabetal Km 4+100,3123063223 - 3123030336 – 3105851322,3143722765,0,0,0,400,0,0,0,1600,6100,0,0,0,0,400,11500,400,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II  Camiones y buses 2 ejes pequeños,Categoría III  Camiones y buses 2 ejes grandes,Categoría IV  3 y 4 Ejes,Categoría V  5 Ejes,Categoría VI  6 Ejes,Categoría VII, , , ,Categoría IEE,Categoría IEEE, , , , , , , ,Categoría IE,Categoría IIE,Categoría IIIE, , , , 
-76.85116469,2.18894946,3975,2503,61,300,EL BORDO,INVIAS,CAUCA,37,1,8800,25700,29000,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3975.pdf,Mojarras - Popayán,9700,20200,5,INVIAS,Sur – Norte // Norte – Sur,Kilometro 60+800 Vía Panamericana Mojarras – Popayan,3112363938 / 2800138,No cuenta con servicio,9000,8700,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y camperos,Categoría II Camiones y buses 2 ejes pequeños,Categoría III Camiones y buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 ejes, , , , , , , , ,Categoría Eje Grúa,Categoría Eje Remolque,Categoría Eje Adicional, , , , , , , , , , 
-75.12542106,9.681300323,3849,2515,60,667,EL CARMEN,CONCESION ANI,BOLIVAR,38,-75.12542106,8800,25600,28800,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/el_carmen.jpg,Puerta de Hierro - Carreto,9600,20100,2,Autopista de la sabana,Ambos sentidos de circulación,Km 70+500 Troncal de Occidente Ruta 2515 Vía Sincelejo – Calamar,3162954845,3162954845 - #270 Claro,8700,8400,6400,1400,0,0,0,0,0,0,0,0,0,1400,1400,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,3 y 4 Ejes,5 Ejes, , , , , , , , ,Eje grúa,Eje remolque,Eje adicional, , , ,Categoría especial IE,Categoría especial IIE, , , , , 
-76.31916131,3.713096157,5605,2505,44,893,EL CERRITO,INVIAS,VALLE DEL CAUCA,21,1,8900,37700,43400,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/5605.pdf,Cali - Palmira - Buga,10700,28900,5,INVIAS,Sur - Norte // Norte - Sur,Vía Cali - Andalucia Km 43+200,No cuenta con número,No cuenta con servicio,10700,21200,6600,,,,,,,,,6600,,,,,,,,,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,,,,,,,,,Eje Grúa,Eje Adicional Remolque,Eje Adicional,,Eje Cañero,,,,,,,,
-73.92382887,10.0603631,3809,4517,10,448,EL COPEY,CONCESION ANI,CESAR,39,-73.92382887,7900,26700,30900,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bosconia - Río Ariguaní,8700,20300,2,Yuma concecionaria,Sur – Norte,Km 10+300 Vía Bosconia – Rio Ariguani,3165280504,018000945566 Opción 1,9500,9100,6500,0,0,0,0,0,0,0,0,0,0,0,0,10300,13500,15600,0,0,Automóviles y camperos,Camiones y buses 2 ejes pequeños,Camiones y buses 2 ejes grandes,3 y 4 Ejes,5 Ejes, , , , , , , , ,Eje grúa,Eje adicional remolque,Eje adicional, , , , , , , , , , 
-74.29116513,4.748678791,3966,5008A,56,1022,EL CORZO,CONCESIÓN ANI,CUNDINAMARCA,31,-74.29116513,8000,13900,23600,31900,34500,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Los Alpes - Madrid - Bogotá (Rio Bogotá),12000,10400,2,CONCESIÓN CCFC S.A,Occidente - Oriente Faca  - Bogota,Peaje Río Bogotá – Facatativá – Villeta – Vianí – Cambao Km 17 Jurisdicción del Municipio de Madrid,"3792200 – 8930977 300 2134184 - 310 3042774 - #235 Tigo, Movistar y Claro",(571) 893 09 77,0,0,0,200,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , , , , , , , , , ,Categoría Especial,Categoría Especial I,Categoría Especial II,Categoría Especial III,Categoría Especial IV,Categoría Especial V,Categoría Especial VI, 
-72.92697305,5.65701412,3875,6211,13,150,EL CRUCERO,INVIAS,BOYACA,32,1,8600,25300,28400,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3875.pdf,Sogamoso - El Crucero,9300,19900,5,INVIAS,Ambos sentidos de circulación,Via Sogamoso Yopal Km 8+900  Jurisdiccion Sogamoso,3102455402-3134819171,No cuenta con servicio,9000,8700,6600,2200,0,0,0,0,0,0,0,0,0,2000,2400,0,0,0,0,0,"Automóviles, camperos, camionetas y microbuses con ejes de llanta sencilla","Buses, busetas, microbuses con eje trasero de doble llanta y camiones de dos ejes.",Vehículos de pasajeros y de carga de tres y cuatro ejes,Vehículos de carga de cinco ejes.,Vehículos de carga de seis ejes., , , , , , , , ,Eje Grúa,Eje Remolque,Eje Adicional, , , ,CAT ESPECIAL IE,CAT ESPECIAL IIE, , , , , 
-74.2677508,9.831146645,3827,8002,67,175,EL DIFICIL,CONCESION ANI,MAGDALENA,40,-74.2677508,9200,34100,36600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Plato – Pueblo Nuevo,11400,24100,2,Concesión (Yuma),Sur – Norte,KM 67+300 Plato – Pueblo Nuevo,3165298176,018000945566 Opción 1,9000,8700,6500,0,0,0,0,0,0,0,0,0,2600,2700,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses  2 ejes,3 y 4 Ejes,5 Ejes,6 Ejes, , , , , , , , ,Eje Grua,Eje Remolque,Eje Adicional, , ,CAT ESPECIAL E, , , , , , , 
-73.12210778,11.27621663,3845,9009,955,53,EL EBANAL,CONCESION ANI,GUAJIRA,41,-73.12210778,9600,18900,27700,44700,56400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Río Palomino - Riohacha,14800,11900,2,Concesión  Santa Marta - Paraguachón S.A .,Aplica en ambos sentidos de circulación,Ubicación: 53+950 Tramo que cubre:Vía Riohacha - Palomino,3143300807 - 3143300807 - (5) 7288542 /43,(5) 728 85 43,0,0,0,4800,0,0,0,0,0,0,0,0,0,5000,7500,0,0,0,0,0,Automóviles y Campero,Buses y Busetas 2 ejes Pequeños,Camiones 350,Camiones 600,3 a 4 Ejes,5 Ejes,6 a mas ejes, , , , , , , , , , , , ,Categoría especial IE,Categoría especial IIE, , , , , 
-72.46945002,7.91059804,3833,0,0,0,EL ESCOBAL,CONCESION ANI,N. DE SANTANDER,42,-72.46945002,2000,2000,2000,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Avenida Demetrio  Mendoza,2000,2000,2,Concesionaria San Simón S.A,Sentido Ureña (Venezuela)-Cúcuta,Avenida Demetrio Mendoza vía a Ureña,(7) 5767878,320 345 2139,2000,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automoviles y Camperos,Camiones y buses 2 ejes pequeños,Camiones y buses 2 ejes grandes,3 y 4 ejes,5 Ejes, , , , , , , , ,Eje Grua,Eje adicional remolque,Eje Adicional, ,Eje Carreño, , , , , , , , 
-74.61372959,5.497131704,3852,5008B,0,0,EL KORAN,CONCESION ANI,CUNDINAMARCA,5.49727588,-74.61350965,12800,53100,66000,78300,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,El Korán - Guaduas,18000,25400,2,CONCESIÓN HELIOS,Sur – Norte Variante Guaduas - Intersección Koran, Bogotá – Medellín - Norte,(1) 5188489,3185166166 / 018000914181,9100,8800,6500,2700,0,0,0,0,0,0,0,0,0,2800,2800,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes, , , , , , , ,Eje Grúa,Eje Adicional Remolque,Eje Adicional, , , ,Categoría Especial IE,Categoría Especial IIE, , , , , 
-75.20373348,3.393809788,3946,4506,53,376,EL PATA,CONCESION ANI,HUILA,43,-75.20373348,11700,20200,34400,44200,50100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Neiva - Natagaima,14100,15800,2,Concesión Autovía Neiva – Girardot,Aplica en ambos sentidos de circulación,Vía Neiva – Castilla Km 54+400 Jurisdicción de Aipe,3103424699 3153340727 – 3174340907,667 10 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes,6 Ejes,Categoría VII, , , , , , , , , , , , , , , , , , , 
-77.4086552,1.087284102,3918,2501,56,81,EL PLACER,CONCESION ANI,NARIÑO,44,-77.4086552,10300,29900,34500,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Puente Internacional Rumichaca - San Juan de Pasto,10800,22900,2,Concesionaria Víal Uníon del Sur,Aplica en ambos sentidos de circulación,A un Kilometro del Municipio de Tangua Km. 56+050,3173682092 – 3173310921,"Móvil1: 3174275839, atiende los municipios Ipiales, Contadero e Iles Móvil 2: 3174042366, atiende a los Municipios de Imués, Yacuanquer, Tangua y Pasto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y camperos,"Buses, Busetas y Camiones",Camiones 3 y 4 ejes,5 Ejes,6 ejes, , , , , , , , , , , , , , , , , , , , , 
-73.8398406,5.031298851,3826,5501,0,0,EL ROBLE,CONCESION ANI,CUNDINAMARCA,45,-73.83964748,8000,14150,16650,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá - Chocontá,4350,11400,2,CONCESIÓN BRICEÑO – TUNJA – SOGAMOSO,Sur – Norte // Norte – Sur,Bogotá – Albarracín Km 36,3203409278,3174422284 // 3174341120 //  3174341030 // 3164086968,8200,6800,5700,4000,0,0,0,0,0,0,0,0,0,4300,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas","Buses, Busetas  y Camiones de 2 ejes",Camiones de tres y cuatro ejes,Camiones de cinco ejes,Camiones de seis ejes,, , , , , , , ,Eje Grúa,Eje Adicional Remolque,Eje Adicional, , , , , , , , , , 
-76.04953245,4.665424977,3872,2302,106,0,EL TORO,INVIAS,VALLE DEL CAUCA,127,1,8600,25300,28400,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3872.pdf,Mediacanoa - Ansermanuevo,9300,19900,5,INVIAS, Sur - Norte // Norte - Sur,Vía Mediacanoa - Ansermanuevo Km 109,3102454238,No cuenta con servicio,9000,8700,6600,2500,0,0,0,0,0,0,0,7000,0,2300,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes, , , , , , , , ,Categoría Eje Grúa,Categoría Eje Rmolque,Categoría Eje Adicional, ,Categoría Eje Cañero, ,CAT ESPECIAL IE, , , , , , 
-72.1692533,4.351317469,3859,4008,5,175,El YUCAO,CONCESION ANI,META,137,-72.16931981,4400,4800,19700,25000,28100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Puerto López - Puerto Gaitán,4800,4800,2,Concesión Autopistas de los Llanos,Oriente,Vía Puerto López - Puerto Gaitán Km.99+200,3102466052,018000918624 Operadores Claro - Movistar #765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes,CAT VI,CAT VII, , , , , , , , , , , , , , , , , , , 
-76.44302716,3.500722199,4804,2505,4,954,ESTAMBUL,INVIAS,VALLE DEL CAUCA,46,1,9000,37800,43500,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/4804.pdf,Cali - Palmira - Buga,10800,29200,5,INVIAS,Sur - Norte,Vía Cali – Andalucía Km 5,No cuenta con número,No cuenta con servicio,10700,21200,6600,4700,,,,,,,,6600,,,8000,,,,,,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes,,,,,,,,,Eje Grúa,Eje Remolque,Eje Adicional,,Eje Cañero,,Eje Especial I,Eje Especial II,,,,,
-74.8610865,4.192173107,3844,4507,47,1640,FLANDES,CONCESION ANI,TOLIMA,47,-74.8610865,11700,19900,33300,42700,48600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,El Espinal - Girardot,13900,15600,2,Concesión Autovía Neiva - Girardot,Aplica en ambos sentidos de circulación,Km. 4 Vía Espinal - Girardot,3103424699 3153340727 – 3174340907,667 10 30,0,0,0,7000,0,0,0,0,0,0,0,0,0,7400,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses  2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , , , , , , , , , , ,Categoría Especial IE, , , , , , 
-74.02880975,4.835449673,3871,45A04,3,921,FUSCA,CONCESION ANI,CUNDINAMARCA,49,-74.02887144,8700,10800,16450,21250,22550,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá - Ubaté,7400,4700,2,CONCESIÓN ACCENORTE,Sur – Norte Aplica Únicamente saliendo de Bogotá,Bogotá – Albarracín Km 4,6760652  Opc 1 - 3125194023 – 3125196546,676 06 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14200,0,0,0,0,0,"Categoría I Automóviles, Camperos y Camionetas de servicio público","Categoría II Buses, busetas",Categoría III Camiones pequeños de 2 ejes,Categoría IV Camiones grandes de 2 ejes,Categoría V Camiones de 3 y 4 ejes,Categoría VI Camiones de 5 ejes,Categoría VII Camiones de 6 ejes o más, , , , , , , , , , , , , , , , , , , 
-74.9021277,10.83754487,3805,9006,101,927,GALAPA,CONCESION ANI,ATLANTICO,50,-74.90209813,13000,24800,77400,103500,114800,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Sabanalarga - Barranquilla,19500,14100,2,Autopista del Sol,Ambos sentidos de circulación,Vía Cordialidad Km 98,3212057229,3212057229,9000,8700,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Buses,Camiones 2 ejes Pequeños,Camiones 2 ejes Grandes,Camiones 3 y 4 ejes,Camiones 5 ejes,Camiones 6 ejes, , , , , , ,EJE GRUA,EJE REMOLQUE,EJE ADICIONAL, , , , , , , , , , 
-73.69204914,8.329119646,3890,7006,2,800,GAMARRA,INVIAS,CESAR,51,1,8200,24700,28300,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3890.pdf,Gamarra - Aguachica,9200,19500,5,INVIAS, , ,No tiene servicio,No tiene servicio,9000,8700,600,200,0,0,0,0,0,0,0,0,0,200,200,9900,12600,14300,0,0,"Automóviles, camperos, camionetas",Buses,Camiones de dos ejes pequeños,Camiones de dos ejes grandes,Camiones de tres y cuatro ejes,Camiones de cinco ejes,Camiones de seis ejes, , , , , , , , , , , , , , , , , , , 
-75.26428976,10.13613313,3917,9005,61,583,GAMBOTE,CONCESION ANI,BOLÍVAR,52,-75.26428976,8000,26400,30200,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cruz del Viso - Cartagena,8900,19800,2,Ruta Caribe,Ambos sentidos de circulación,Km 61+400 Ruta 9005 Troncal de Occidente,3212057230,3212057227,8700,8400,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,3 y 4 Ejes,5 Ejes, , , , , , , , ,Eje grúa,Eje remolque,Eje adicional, , , , , , , , , , 
-75.05003291,4.300428797,3814,4404,9,551,GUALANDAY,CONCESION ANI,TOLIMA,54,-75.05002755,10200,38500,42400,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Ibague (Puente Blanco) - Cruce Ruta 45 (Espinal),12000,28600,2,Concesionaria San Rafael S.A.,Aplica en ambos sentidos de circulación,Km. 9+0600 de la ruta 4004 que corresponde a la vía Ibagué (Puente Blanco  El Espinal (cruce ruta 45))  Espinal,3138863287,3212087489,9900,9300,6600,5900,0,0,0,0,0,0,0,0,0,5700,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes, , , , , , , , ,Categoría Eje Grúa,Categoría Eje Remolque,Categoría Eje Adicional, , , ,Categoría Especial IE, , , , , , 
-75.51567505,6.327897805,3858,6004,6,950,GUARNE,CONCESION ANI,ANTIOQUIA,55,-75.51551355,12000,20900,41600,59300,59300,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Medellín - Santuario,20900,16700,2,Concesión Devimed,Oriente,Km 7 Autopista Medellín - Bogotá,018000518427  - 408-08-42 - 3860085,3206588921 - 3128199563,0,0,0,8800,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,Automóviles y camperos y camionetas,Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 y 4 ejes,Camiones de 5 ejes,Camiones de 6 ejes, , , , , , , , , , , , ,Categoría Especial, , , , , , 
-74.78904893,4.528736858,6404,4508,3,0,GUATAQUI,CONSECION ANI,Cundinamarca,0,0,9700,25700,36400,59000,67400, ,Tramo que cubre la via Guataquí - Cambao - Honda,14000,19200,2,Concesión Alto Magdalena,Aplica en ambos sentidos,Km 3 Ruta 45,3219738507,3219738507,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Automóviles -Camperos - Camionetas,Buses - Busetas - Microbuses,Camiones pequeños 2 Ejes,Camiones Grandes de 2 ejes,Camiones de 3 y 4 Ejes,Camiones de 5 Ejes,Camiones 6 Ejes o Más,,,,,,,,,,,,,,,,,,,
-74.4831854,4.883413076,3962, ,0,0,GUAYABAL,DEPARTAMENTO,CUNDINAMARCA,56,-74.4831854,12400,19600,35300,45700,55000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Guayabal de Síquima - Cambao,16800,14100,3,CONCESIÓN PANAMERICANA,Norte - occidente // occidente - norte,Peaje Rio Bogotá – Facatativa – Villeta – Viani – Cambao Km 63 Jurisdicción del Municipio de Guayabal,3184666166,3138879089,0,0,0,7900,0,0,0,0,0,0,0,0,0,0,11900,9700,13300,24500,32100,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , , , , , , , , , , ,Categoría IE,Categoría IIE,Categoría IIIE,Categoría IVE,Categoría VE,Categoría VIE, 
-74.82034451,5.201507469,3940,5007,35,75,HONDA,CONCESION ANI,TOLIMA,57,-74.82034451,10700,12400,26500,36200,39200,http://hermes.invias.gov.co/carreteras/images/peajes/honda.jpg,Fresno - Honda,11400,11900,2,Concesionaria Alternativas Viales SAS.,Norte – Sur  / Sur - Norte,Km 35 + 100 Vía Mariquita – Honda,3506666383 - 3506666384 - 3506666385,350 666-6375 - 350666-6386,0,0,0,5200,0,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,Automóviles y camperos,Buses y Busetas / Camiones pequeños hasta 4.5 toneladas,Camiones y buses 2 ejes grandes,Camiones de 3 y 4 ejes,Camiones de 5 ejes, , , , , , , , , , , , , , , , , , , , , 
-73.70640011,3.633042757,3970,6509,6,919,IRACA,CONCESION ANI,META,58,-73.70640011,9700,23300,34600,46000,50000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Ye de Granada - Paso por el Puente sobre el Río Ocoa,19400,13300,2,Concesión Autopistas de los Llanos,Sur,Vía Villavicencio – Granada Km 7+200,(8) 6700868 - #765 018000918624,(578) 668 49 90-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas",Camiones y Buses con eje trasero doble llanta,Camiones de 3 y 4 ejes,Camiones de 5 ejes,Tracto Camiones,6 Ejes, , , , , , , , , , , , , , , , , , , , 
-74.42616787,4.901355703,3898, ,0,0,JALISCO,DEPARTAMENTO,CUNDINAMARCA,59,-74.42616787,12400,19600,35300,45700,55000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Sasaima - Albán,16800,14100,3,CONCESIÓN PANAMERICANA,Occidente - Oriente // Oriente - Occidente,Peaje Río Bogotá – Facatativá – Villeta – Vianí – Cambao Km 89+400 Jurisdicción del Municipio de Albán,3102576509  // 31*288,3102576509,0,0,0,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI6 Ejes,Categoría VII, , , , , , , , , , , , ,Categoría IE, , , , , , 
-74.89825119,10.93438228,10006,25AT04,24200,0,JUAN MINA,ANI,ATLÁNTICO,0,0,13000,24800,77600,103500,114800, ,Vía Juan Mina - Las Hermanas,19500,14100,2,Concesión Costera Barranquilla - Cartagena,Norte - Sur. Sur - Norte,Vía La Cordialidad - Galapa,18000977330,311 4803629,,,,,,,,,,,,,,,,,,,,,Autos,Buses,Camiones 2 ejes Pequeños,Camiones 2 ejes Grandes,Camiones 3 y 4 ejes,Camiones 5 ejes,Camiones 6 ejes,,,,,,,,,,,,,,,,,,,
-75.30171963,8.031280606,3945,2513,11,831,LA APARTADA,CONCESION ANI,CORDOBA,60,-75.30171963,13100,19300,34900,55600,64100,http://hermes.invias.gov.co/carreteras/images/peajes/la_apartada.jpg,Caucasia - Planeta Rica,19300,19300,2,Concesión Ruta al Mar,Sur – Norte,Vía Caucasia – Planeta Rica  Km 12,3102467118,3216177100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas",Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 y 4 ejes,Camiones de 5 ejes,Camiones de 6 ejes, , , , , , , , , , , , , , , , , , , 
-73.94553287,4.809532136,3850,5009,0,0,LA CABAÑA,CONCESION ANI,CUNDINAMARCA,61,-73.94553287,9600,34300,46900,47300,0,http://hermes.invias.gov.co/carreteras/images/peajes/la_cabana.jpg,Bogotá (Los Patios) - Guasca,15100,23400,2,PERIMETRAL ORIENTAL DE BOGOTÁ S.A.S,Norte – Sur,La Calera – Briceño Km 21+800,3112178121,"3102399451, 3162340275, #762 y 018000181762",8700,8400,6400,0,0,0,0,0,0,0,0,6700,0,0,10300,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses  2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes, , , , , , , ,Categoría Eje Grúa,Categoría Eje Adicional Remolque,Categoría Eje Adicional, ,Categoría Eje Cañero, , ,Categoría IIE, , , , , 
